Time [s],SW,BUZ
5.637829938,0,1
5.638498125,0,0
5.639164500,0,1
5.639832688,0,0
5.640499125,0,1
5.641167313,0,0
5.641833688,0,1
5.642501937,0,0
5.643168313,0,1
5.643836500,0,0
5.644502938,0,1
5.645171125,0,0
5.645837500,0,1
5.646505750,0,0
5.647172125,0,1
5.647840312,0,0
5.648506750,0,1
5.649174937,0,0
5.649841313,0,1
5.650509562,0,0
5.651175938,0,1
5.651844125,0,0
5.652510562,0,1
5.653178750,0,0
5.653845125,0,1
5.654513312,0,0
5.655179750,0,1
5.655847937,0,0
5.656514312,0,1
5.657182563,0,0
5.657848937,0,1
5.658517125,0,0
5.659183562,0,1
5.659851750,0,0
5.660518125,0,1
5.661186375,0,0
5.661852750,0,1
5.662520938,0,0
5.663187375,0,1
5.663855563,0,0
5.664521937,0,1
5.665190125,0,0
5.665856563,0,1
5.666524750,0,0
5.667191125,0,1
5.667859375,0,0
5.668525750,0,1
5.669193938,0,0
5.669860375,0,1
5.670528563,0,0
5.671194938,0,1
5.671863250,0,0
5.672529563,0,1
5.673197750,0,0
5.673864188,0,1
5.674532375,0,0
5.675198750,0,1
5.675867000,0,0
5.676533375,0,1
5.677201562,0,0
5.677868000,0,1
5.678536187,0,0
5.679202563,0,1
5.679870812,0,0
5.680537187,0,1
5.681205375,0,0
5.681871750,0,1
5.682540000,0,0
5.683206375,0,1
5.683874562,0,0
5.684541000,0,1
5.685209187,0,0
5.685875562,0,1
5.686543750,0,0
5.687210187,0,1
5.687878375,0,0
5.688544812,0,1
5.689213000,0,0
5.689879375,0,1
5.690547562,0,0
5.691214000,0,1
5.691882188,0,0
5.692548562,0,1
5.693216813,0,0
5.693883187,0,1
5.694551375,0,0
5.695217813,0,1
5.695886000,0,0
5.696552375,0,1
5.697220625,0,0
5.697887000,0,1
5.698555188,0,0
5.699221625,0,1
5.699889813,0,0
5.700556188,0,1
5.701224437,0,0
5.701890813,0,1
5.702559000,0,0
5.703225375,0,1
5.703893625,0,0
5.704560000,0,1
5.705228188,0,0
5.705894625,0,1
5.706562812,0,0
5.707229188,0,1
5.707897437,0,0
5.708563812,0,1
5.709232000,0,0
5.709898437,0,1
5.710566625,0,0
5.711233000,0,1
5.711901250,0,0
5.712567625,0,1
5.713235812,0,0
5.713902250,0,1
5.714570437,0,0
5.715236812,0,1
5.715905000,0,0
5.716571437,0,1
5.717239625,0,0
5.717906000,0,1
5.718574250,0,0
5.719240625,0,1
5.719908812,0,0
5.720575250,0,1
5.721243438,0,0
5.721909812,0,1
5.722578063,0,0
5.723244437,0,1
5.723912625,0,0
5.724579063,0,1
5.725247250,0,0
5.725913625,0,1
5.726581875,0,0
5.727248250,0,1
5.727916438,0,0
5.728582813,0,1
5.729251063,0,0
5.729917438,0,1
5.730585687,0,0
5.731252063,0,1
5.731920250,0,0
5.732586625,0,1
5.733047375,1,1
5.733254875,1,0
5.733921250,1,1
5.734589500,1,0
5.735255875,1,1
5.735924062,1,0
5.736590438,1,1
5.737258687,1,0
5.737925062,1,1
5.738593312,1,0
5.739259687,1,1
5.739927875,1,0
5.740594250,1,1
5.741262500,1,0
6.539719437,0,0
6.540476313,0,1
6.541144500,0,0
6.541810938,0,1
6.542479125,0,0
6.543145500,0,1
6.543813750,0,0
6.544480125,0,1
6.545148313,0,0
6.545814750,0,1
6.546482938,0,0
6.547149313,0,1
6.547817500,0,0
6.548483938,0,1
6.549152125,0,0
6.549818500,0,1
6.550486750,0,0
6.551153125,0,1
6.551821313,0,0
6.552487750,0,1
6.553155937,0,0
6.553822313,0,1
6.554490562,0,0
6.555156937,0,1
6.555825125,0,0
6.556491562,0,1
6.557159750,0,0
6.557826125,0,1
6.558494375,0,0
6.559160750,0,1
6.559828937,0,0
6.560495312,0,1
6.561163562,0,0
6.561829937,0,1
6.562498125,0,0
6.563164562,0,1
6.563832750,0,0
6.564499125,0,1
6.565167375,0,0
6.565833750,0,1
6.566501937,0,0
6.567168375,0,1
6.567836563,0,0
6.568502937,0,1
6.569171188,0,0
6.569837563,0,1
6.570505750,0,0
6.571172125,0,1
6.571840375,0,0
6.572506750,0,1
6.573174938,0,0
6.573841375,0,1
6.574509563,0,0
6.575175938,0,1
6.575844188,0,0
6.576510563,0,1
6.577178750,0,0
6.577845188,0,1
6.578513375,0,0
6.579179750,0,1
6.579848062,0,0
6.580514375,0,1
6.581182563,0,0
6.581849000,0,1
6.582517187,0,0
6.583183563,0,1
6.583851750,0,0
6.584518187,0,1
6.585186375,0,0
6.585852750,0,1
6.586521000,0,0
6.587187375,0,1
6.587855562,0,0
6.588522000,0,1
6.589190250,0,0
6.589856562,0,1
6.590524812,0,0
6.591191187,0,1
6.591859375,0,0
6.592525812,0,1
6.593194000,0,0
6.593860375,0,1
6.594528625,0,0
6.595195000,0,1
6.595863188,0,0
6.596529562,0,1
6.597197813,0,0
6.597864187,0,1
6.598532375,0,0
6.599198813,0,1
6.599867000,0,0
6.600533375,0,1
6.601201625,0,0
6.601868000,0,1
6.602536188,0,0
6.603202625,0,1
6.603870813,0,0
6.604537188,0,1
6.605205438,0,0
6.605871813,0,1
6.606540000,0,0
6.607206438,0,1
6.607874625,0,0
6.608541000,0,1
6.609209188,0,0
6.609875625,0,1
6.610543812,0,0
6.611210188,0,1
6.611878437,0,0
6.612544813,0,1
6.613213000,0,0
6.613879437,0,1
6.614547625,0,0
6.615214000,0,1
6.615882250,0,0
6.616548625,0,1
6.617216812,0,0
6.617883250,0,1
6.618551437,0,0
6.619217812,0,1
6.619886000,0,0
6.620552437,0,1
6.621220625,0,0
6.621887000,0,1
6.622555250,0,0
6.623221625,0,1
6.623889812,0,0
6.624556250,0,1
6.625224438,0,0
6.625890812,0,1
6.626559063,0,0
6.627225437,0,1
6.627893625,0,0
6.628560063,0,1
6.629228250,0,0
6.629894625,0,1
6.630562875,0,0
6.631229250,0,1
6.631897438,0,0
6.632563875,0,1
6.633232063,0,0
6.633898438,0,1
6.634566625,0,0
6.635233063,0,1
6.635901250,0,0
6.636567625,0,1
6.637235875,0,0
6.637902250,0,1
6.638570438,0,0
6.639236875,0,1
6.639905062,0,0
6.640571438,0,1
6.641239687,0,0
6.641906063,0,1
6.642574250,0,0
6.643240687,0,1
6.643908875,0,0
6.644575250,0,1
6.645243500,0,0
6.645909875,0,1
6.646578062,0,0
6.647244438,0,1
6.647912687,0,0
6.648579062,0,1
6.649247250,0,0
6.649913687,0,1
6.650581875,0,0
6.651248250,0,1
6.651916500,0,0
6.652582875,0,1
6.653251062,0,0
6.653917500,0,1
6.654585688,0,0
6.655252062,0,1
6.655920250,0,0
6.656586687,0,1
6.657254875,0,0
6.657921250,0,1
6.658589500,0,0
6.659255875,0,1
6.659924063,0,0
6.660590500,0,1
6.661258688,0,0
6.661925062,0,1
6.662593313,0,0
6.663259688,0,1
6.663927875,0,0
6.664594313,0,1
6.665262500,0,0
6.665928875,0,1
6.666597125,0,0
6.667263500,0,1
6.667931688,0,0
6.668598125,0,1
6.669266312,0,0
6.669932688,0,1
6.670600875,0,0
6.671267313,0,1
6.671935500,0,0
6.672601875,0,1
6.673270125,0,0
6.673936500,0,1
6.674604687,0,0
6.675271125,0,1
6.675939312,0,0
6.676605688,0,1
6.677273937,0,0
6.677940312,0,1
6.678608500,0,0
6.679274937,0,1
6.679943125,0,0
6.680609500,0,1
6.681277687,0,0
6.681944125,0,1
6.682612312,0,0
6.683278687,0,1
6.683946938,0,0
6.684613312,0,1
6.685281500,0,0
6.685947937,0,1
6.686616125,0,0
6.687282500,0,1
6.687950750,0,0
6.688617125,0,1
6.689285313,0,0
6.689951750,0,1
6.690619938,0,0
6.691286312,0,1
6.691954563,0,0
6.692620938,0,1
6.693289125,0,0
6.693955563,0,1
6.694623750,0,0
6.695290125,0,1
6.695958313,0,0
6.696624750,0,1
6.697292938,0,0
6.697959313,0,1
6.698627562,0,0
6.699293938,0,1
6.699962125,0,0
6.700628563,0,1
6.701296750,0,0
6.701963125,0,1
6.702631375,0,0
6.703297750,0,1
6.703965937,0,0
6.704632375,0,1
6.705300562,0,0
6.705966938,0,1
6.706635125,0,0
6.707301562,0,1
6.707969750,0,0
6.708636125,0,1
6.709304375,0,0
6.709970750,0,1
6.710639000,0,0
6.711305375,0,1
6.711973562,0,0
6.712639937,0,1
6.713308188,0,0
6.713974562,0,1
6.714642750,0,0
6.715309187,0,1
6.715977375,0,0
6.716643750,0,1
6.717232375,1,1
6.717312000,1,0
6.717978375,1,1
6.718646625,1,0
6.719313000,1,1
6.719981125,1,0
6.720647562,1,1
6.721315813,1,0
6.721982188,1,1
6.722650375,1,0
6.723316750,1,1
6.723985000,1,0
6.724651375,1,1
6.725319625,1,0
6.725986000,1,1
6.726654188,1,0
6.727320563,1,1
6.727988812,1,0
6.728655188,1,1
6.729323437,1,0
6.729989813,1,1
6.730658062,1,0
6.731324375,1,1
6.731992625,1,0
6.732659000,1,1
6.733327250,1,0
6.733993563,1,1
6.734661812,1,0
6.735328188,1,1
6.735996437,1,0
6.736662812,1,1
6.737331000,1,0
6.737997375,1,1
6.738665625,1,0
6.739332000,1,1
6.740000250,1,0
6.740666625,1,1
6.741334812,1,0
6.742001187,1,1
6.742669438,1,0
6.743335812,1,1
6.744004063,1,0
6.744670375,1,1
6.745338625,1,0
6.746005000,1,1
6.746673250,1,0
6.747339625,1,1
6.748007813,1,0
6.748674187,1,1
6.749342438,1,0
6.750008812,1,1
6.750677063,1,0
6.751343438,1,1
6.752011625,1,0
6.752678000,1,1
6.753346250,1,0
6.754012625,1,1
6.754680875,1,0
6.755347250,1,1
6.756015438,1,0
6.756681813,1,1
6.757350062,1,0
6.758016438,1,1
6.758684687,1,0
6.759351000,1,1
6.760019250,1,0
6.760685625,1,1
6.761353875,1,0
6.762020250,1,1
6.762688500,1,0
6.763354813,1,1
6.764023062,1,0
6.764689438,1,1
7.498118250,0,1
7.498730938,0,0
7.499397313,0,1
7.500065562,0,0
7.500731938,0,1
7.501400125,0,0
7.502066500,0,1
7.502734750,0,0
7.503401125,0,1
7.504069313,0,0
7.504735750,0,1
7.505403937,0,0
7.506070313,0,1
7.506738500,0,0
7.507404937,0,1
7.508073125,0,0
7.508739562,0,1
7.509407750,0,0
7.510074125,0,1
7.510742312,0,0
7.511408750,0,1
7.512076937,0,0
7.512743312,0,1
7.513411562,0,0
7.514077937,0,1
7.514746125,0,0
7.515412562,0,1
7.516080750,0,0
7.516747125,0,1
7.517415375,0,0
7.518081750,0,1
7.518749937,0,0
7.519416375,0,1
7.520084500,0,0
7.520750937,0,1
7.521419188,0,0
7.522085563,0,1
7.522753750,0,0
7.523420125,0,1
7.524088375,0,0
7.524754750,0,1
7.525422938,0,0
7.526089375,0,1
7.526757563,0,0
7.527423938,0,1
7.528092188,0,0
7.528758563,0,1
7.529426750,0,0
7.530093188,0,1
7.530761437,0,0
7.531427750,0,1
7.532095938,0,0
7.532762375,0,1
7.533430563,0,0
7.534097000,0,1
7.534765187,0,0
7.535431563,0,1
7.536099750,0,0
7.536766187,0,1
7.537434375,0,0
7.538100750,0,1
7.538769000,0,0
7.539435375,0,1
7.540103562,0,0
7.540770000,0,1
7.541438125,0,0
7.542104562,0,1
7.542772750,0,0
7.543439187,0,1
7.544107375,0,0
7.544773812,0,1
7.545442000,0,0
7.546108375,0,1
7.546776562,0,0
7.547443000,0,1
7.548111187,0,0
7.548777562,0,1
7.549445813,0,0
7.550112187,0,1
7.550780438,0,0
7.551446813,0,1
7.552115000,0,0
7.552781375,0,1
7.553449625,0,0
7.554116000,0,1
7.554784188,0,0
7.555450625,0,1
7.556118813,0,0
7.556785188,0,1
7.557453375,0,0
7.558119813,0,1
7.558788000,0,0
7.559454438,0,1
7.560122625,0,0
7.560789000,0,1
7.561457188,0,0
7.562123625,0,1
7.562791813,0,0
7.563458188,0,1
7.564126437,0,0
7.564792813,0,1
7.565461000,0,0
7.566127437,0,1
7.566795625,0,0
7.567462000,0,1
7.568130250,0,0
7.568796625,0,1
7.569464812,0,0
7.570131250,0,1
7.570799437,0,0
7.571465812,0,1
7.572134000,0,0
7.572800437,0,1
7.573468625,0,0
7.574135000,0,1
7.574803250,0,0
7.575469625,0,1
7.576137812,0,0
7.576804250,0,1
7.577472437,0,0
7.578138812,0,1
7.578807063,0,0
7.579473437,0,1
7.580141625,0,0
7.580808063,0,1
7.581476250,0,0
7.582142625,0,1
7.582810812,0,0
7.583477250,0,1
7.584145438,0,0
7.584811812,0,1
7.585480063,0,0
7.586146438,0,1
7.586814625,0,0
7.587481063,0,1
7.588149250,0,0
7.588815625,0,1
7.589483875,0,0
7.590150250,0,1
7.590818438,0,0
7.591484875,0,1
7.592153063,0,0
7.592819438,0,1
7.593487687,0,0
7.594154063,0,1
7.594822250,0,0
7.595488687,0,1
7.596156875,0,0
7.596823250,0,1
7.597491438,0,0
7.598157875,0,1
7.598826062,0,0
7.599492438,0,1
7.600160687,0,0
7.600827062,0,1
7.601495250,0,0
7.602161687,0,1
7.602829875,0,0
7.603496250,0,1
7.604164500,0,0
7.604830875,0,1
7.605499062,0,0
7.606165500,0,1
7.606833688,0,0
7.607500062,0,1
7.608168250,0,0
7.608834687,0,1
7.609502812,0,0
7.610169250,0,1
7.610837500,0,0
7.611503875,0,1
7.612172063,0,0
7.612838500,0,1
7.613506688,0,0
7.614173062,0,1
7.614841313,0,0
7.615507688,0,1
7.616175875,0,0
7.616842313,0,1
7.617510500,0,0
7.618176875,0,1
7.618845125,0,0
7.619511500,0,1
7.620179688,0,0
7.620846125,0,1
7.621514313,0,0
7.622067625,1,0
7.622180688,1,1
7.622848937,1,0
7.623515313,1,1
7.624183500,1,0
7.624849875,1,1
7.625518125,1,0
7.626184500,1,1
7.626852750,1,0
7.627519125,1,1
7.628187312,1,0
7.628853688,1,1
7.629521937,1,0
7.630188312,1,1
7.630856562,1,0
7.631522937,1,1
7.632191125,1,0
7.632857500,1,1
7.633525750,1,0
7.634192125,1,1
7.634860312,1,0
7.635526687,1,1
7.636194938,1,0
7.636861312,1,1
7.637529563,1,0
7.638195937,1,1
7.638864125,1,0
7.639530500,1,1
7.640198750,1,0
7.640865125,1,1
7.641533375,1,0
7.642199750,1,1
7.642867938,1,0
7.643534312,1,1
7.644202563,1,0
7.644868938,1,1
7.645537188,1,0
7.646203563,1,1
7.646871750,1,0
7.647538125,1,1
7.648206375,1,0
7.648872750,1,1
7.649541000,1,0
7.650207313,1,1
7.650875562,1,0
7.651541938,1,1
7.652210187,1,0
7.652876563,1,1
7.653544750,1,0
7.654211125,1,1
7.654879375,1,0
7.655545750,1,1
7.656213937,1,0
7.656880375,1,1
7.657548562,1,0
7.658214938,1,1
7.658883187,1,0
7.659549562,1,1
7.660217750,1,0
7.660884125,1,1
7.661552375,1,0
7.662218750,1,1
7.662887000,1,0
7.663553375,1,1
7.664221562,1,0
7.664887937,1,1
7.665556188,1,0
7.666222562,1,1
7.666890813,1,0
7.667557187,1,1
7.668225375,1,0
7.668891750,1,1
7.669560000,1,0
7.670226375,1,1
7.670894563,1,0
7.671560937,1,1
7.672229188,1,0
7.672895562,1,1
7.673563813,1,0
7.674230188,1,1
7.674898375,1,0
7.675564750,1,1
7.676233000,1,0
7.676899375,1,1
7.677567625,1,0
7.678234000,1,1
7.678902187,1,0
7.679568563,1,1
7.680236812,1,0
7.680903188,1,1
7.681571375,1,0
7.682237813,1,1
7.682906000,1,0
7.683572375,1,1
7.684240625,1,0
7.684907000,1,1
7.685575187,1,0
7.686241563,1,1
7.686909812,1,0
7.687576188,1,1
7.688244375,1,0
7.688910812,1,1
7.689579000,1,0
7.690245375,1,1
7.690913625,1,0
7.691580000,1,1
7.692248250,1,0
7.692914625,1,1
7.693582812,1,0
7.694249187,1,1
7.694917438,1,0
7.695583812,1,1
7.696252063,1,0
7.696918375,1,1
7.697586625,1,0
7.698253000,1,1
7.698921250,1,0
7.699587625,1,1
7.700255813,1,0
7.700922187,1,1
7.701590438,1,0
7.702256812,1,1
7.702925063,1,0
7.703591438,1,1
7.704259625,1,0
7.704926000,1,1
7.705594250,1,0
7.706260625,1,1
7.706928875,1,0
7.707595250,1,1
7.708263438,1,0
7.708929813,1,1
7.709598062,1,0
7.710264438,1,1
7.710932687,1,0
7.711599000,1,1
7.712267250,1,0
7.712933625,1,1
7.713601875,1,0
7.714268250,1,1
7.714936437,1,0
7.715602813,1,1
7.716271062,1,0
7.716937438,1,1
7.717605687,1,0
7.718272062,1,1
7.718940250,1,0
7.719606625,1,1
7.720274875,1,0
7.720941250,1,1
7.721609437,1,0
7.722275813,1,1
7.722944062,1,0
7.723610437,1,1
7.724278688,1,0
7.724945062,1,1
7.725613250,1,0
7.726279625,1,1
7.726947875,1,0
7.727614250,1,1
7.728282500,1,0
7.728948875,1,1
7.729617063,1,0
7.730283437,1,1
7.730951688,1,0
7.731618062,1,1
7.732286250,1,0
7.732952688,1,1
7.733620875,1,0
7.734287250,1,1
7.734955500,1,0
7.735621875,1,1
7.736290063,1,0
7.736956437,1,1
7.737624688,1,0
7.738291063,1,1
7.738959312,1,0
7.739625688,1,1
7.740293875,1,0
7.740960250,1,1
7.741628500,1,0
7.742294875,1,1
7.742963125,1,0
7.743629500,1,1
7.744297687,1,0
7.744964063,1,1
7.745632312,1,0
7.746298688,1,1
7.746966937,1,0
7.747633250,1,1
7.748301500,1,0
7.748967875,1,1
7.749636125,1,0
7.750302500,1,1
7.750970687,1,0
7.751637063,1,1
7.752305312,1,0
7.752971687,1,1
7.753639938,1,0
7.754306312,1,1
7.754974500,1,0
7.755640875,1,1
7.756309125,1,0
7.756975500,1,1
7.757643687,1,0
7.758310062,1,1
7.758978313,1,0
7.759644687,1,1
7.760312938,1,0
7.760979312,1,1
7.761647500,1,0
7.762313875,1,1
7.762982125,1,0
7.763648500,1,1
7.764316750,1,0
7.764983125,1,1
7.765651313,1,0
7.766317687,1,1
7.766985938,1,0
7.767652313,1,1
7.768320500,1,0
7.768986938,1,1
7.769655125,1,0
7.770321500,1,1
7.770989750,1,0
7.771656125,1,1
7.772324313,1,0
7.772990688,1,1
8.344222750,0,1
8.344222812,1,1
8.344222875,0,1
8.344739312,0,0
8.345405687,0,1
8.346073875,0,0
8.346740312,0,1
8.347408500,0,0
8.348074875,0,1
8.348743063,0,0
8.349409500,0,1
8.350077688,0,0
8.350744063,0,1
8.351412313,0,0
8.352078688,0,1
8.352746875,0,0
8.353413313,0,1
8.354081500,0,0
8.354747875,0,1
8.355416125,0,0
8.356082500,0,1
8.356750687,0,0
8.357417125,0,1
8.358085313,0,0
8.358751687,0,1
8.359419875,0,0
8.360086313,0,1
8.360754500,0,0
8.361420938,0,1
8.362089125,0,0
8.362755500,0,1
8.363423750,0,0
8.364090125,0,1
8.364758312,0,0
8.365424687,0,1
8.366092937,0,0
8.366759312,0,1
8.367427500,0,0
8.368093937,0,1
8.368762125,0,0
8.369428500,0,1
8.370096750,0,0
8.370763125,0,1
8.371431313,0,0
8.372097750,0,1
8.372765938,0,0
8.373432313,0,1
8.374100500,0,0
8.374766938,0,1
8.375435125,0,0
8.376101500,0,1
8.376769750,0,0
8.377436125,0,1
8.378104375,0,0
8.378770750,0,1
8.379439000,0,0
8.380105312,0,1
8.380773562,0,0
8.381439937,0,1
8.382108125,0,0
8.382774562,0,1
8.383442750,0,0
8.384109125,0,1
8.384777313,0,0
8.385443750,0,1
8.386111938,0,0
8.386778375,0,1
8.387446562,0,0
8.388112938,0,1
8.388781000,0,0
8.388781125,0,1
8.388781250,0,0
8.389447562,0,1
8.390115750,0,0
8.390782125,0,1
8.391450375,0,0
8.392116750,0,1
8.392784938,0,0
8.393451375,0,1
8.394119563,0,0
8.394785938,0,1
8.395454188,0,0
8.396120563,0,1
8.396788750,0,0
8.397455188,0,1
8.398123375,0,0
8.398789750,0,1
8.399457937,0,0
8.400124375,0,1
