MID,LEFT,RIGHT
3226,2871,2573
3225,2871,2571
3226,2866,2568
3224,2871,2572
3221,2872,2576
3214,2879,2578
3206,2884,2580
3205,2888,2579
3204,2891,2579
3201,2890,2575
3205,2890,2570
3206,2887,2566
3211,2881,2564
3213,2883,2561
3218,2881,2556
3226,2882,2553
3229,2877,2545
3233,2873,2538
3233,2869,2535
3230,2862,2533
3233,2858,2533
3229,2854,2534
3225,2848,2538
3218,2849,2541
3214,2851,2547
3214,2857,2550
3211,2860,2555
3213,2868,2558
3213,2868,2561
3210,2867,2561
3215,2865,2561
3214,2862,2557
3213,2855,2552
3212,2858,2544
3203,2850,2536
3199,2847,2526
3193,2843,2520
3192,2838,2515
3192,2836,2515
3191,2833,2514
3198,2832,2514
3202,2831,2513
3206,2824,2508
3212,2820,2505
3218,2813,2505
3226,2806,2505
3230,2796,2508
3232,2799,2510
3228,2800,2509
3219,2796,2505
3216,2793,2502
3210,2790,2502
3206,2788,2503
3203,2790,2502
3201,2796,2504
3203,2800,2503
3203,2802,2503
3209,2804,2501
3213,2804,2502
3212,2802,2501
3224,2805,2502
3225,2804,2504
3228,2800,2502
3231,2800,2500
3231,2797,2497
3232,2796,2490
3230,2791,2486
3227,2788,2482
3225,2786,2481
3222,2782,2478
3226,2780,2478
3225,2778,2480
3225,2772,2476
3224,2772,2476
3220,2768,2473
3219,2767,2473
3214,2769,2479
3215,2770,2483
3213,2776,2488
3208,2774,2485
3211,2773,2481
3207,2772,2479
3204,2768,2478
3202,2774,2478
3197,2773,2474
3195,2778,2469
3192,2775,2470
3190,2774,2470
3188,2777,2469
3181,2777,2467
3181,2781,2460
3178,2779,2451
3176,2775,2440
3177,2774,2431
3177,2769,2428
3178,2761,2426
3174,2754,2429
3172,2747,2437
3171,2746,2429
3168,2741,2426
3172,2742,2421
3174,2744,2422
3174,2744,2419
3180,2753,2416
3181,2753,2413
3181,2754,2410
3173,2758,2406
3168,2761,2400
3163,2769,2394
3156,2768,2387
3155,2769,2380
3151,2768,2376
3147,2768,2371
3150,2772,2372
3151,2773,2376
3157,2772,2377
3157,2774,2377
3154,2772,2373
3154,2772,2371
3152,2765,2371
3155,2761,2371
3156,2755,2368
3158,2753,2365
3158,2755,2364
3154,2754,2365
3152,2751,2366
3140,2752,2369
3135,2754,2372
3129,2760,2379
3122,2761,2379
3121,2765,2382
3119,2766,2385
3117,2763,2382
3121,2763,2382
3122,2759,2379
3130,2754,2380
3128,2755,2371
3129,2751,2364
3131,2750,2357
3130,2744,2354
3133,2743,2350
3132,2741,2351
3130,2744,2350
3130,2744,2352
3123,2749,2356
3122,2753,2359
3112,2761,2362
3106,2765,2363
3106,2772,2366
3094,2769,2371
3092,2769,2374
3086,2767,2378
3079,2764,2377
3080,2767,2376
3078,2766,2372
3082,2763,2368
3075,2762,2362
3075,2758,2357
3076,2761,2352
3076,2757,2350
3082,2756,2350
3084,2754,2352
3081,2753,2350
3085,2760,2350
3082,2767,2350
3088,2769,2349
3084,2776,2350
3085,2781,2350
3088,2788,2346
3087,2780,2347
3090,2782,2347
3088,2783,2350
3085,2780,2347
3092,2781,2351
3096,2774,2355
3103,2769,2358
3100,2769,2360
3101,2767,2359
3097,2774,2358
3093,2772,2367
3091,2775,2369
3093,2778,2378
3087,2773,2380
3085,2771,2384
3079,2764,2386
3080,2757,2385
3070,2755,2383
3066,2750,2377
3063,2751,2370
3057,2746,2367
3058,2750,2367
3058,2757,2372
3057,2761,2367
3061,2770,2370
3062,2773,2374
3070,2775,2378
3064,2785,2383
3062,2792,2386
3059,2802,2383
3056,2803,2380
3054,2809,2376
3051,2815,2378
3043,2818,2371
3047,2824,2368
3046,2827,2365
3050,2827,2362
3048,2829,2363
3049,2824,2366
3049,2826,2370
3047,2816,2377
3048,2812,2373
3050,2805,2382
3044,2796,2376
3046,2792,2374
3042,2788,2375
3045,2785,2373
3034,2791,2373
3033,2795,2373
3030,2801,2377
3027,2798,2382
3025,2799,2384
3023,2800,2387
3019,2801,2381
3024,2803,2380
3028,2808,2386
3036,2803,2385
3026,2807,2389
3023,2808,2392
3022,2816,2394
3021,2814,2394
3028,2822,2393
3035,2831,2393
3038,2839,2387
3046,2847,2389
3050,2851,2385
3059,2853,2384
3049,2860,2385
3047,2861,2385
3046,2870,2385
3040,2865,2388
3038,2867,2393
3032,2866,2402
3023,2866,2405
3024,2866,2409
3019,2864,2412
3023,2858,2416
3012,2857,2422
3007,2853,2426
3005,2858,2427
3001,2849,2426
2999,2845,2423
2997,2843,2426
2993,2841,2420
3000,2841,2419
3003,2838,2422
3013,2834,2429
3006,2839,2432
3006,2837,2439
3004,2844,2444
3003,2838,2449
3006,2837,2451
3011,2834,2452
3010,2830,2446
3016,2830,2443
3014,2828,2440
3020,2825,2437
3010,2833,2438
3009,2838,2441
3009,2856,2449
3010,2857,2453
3012,2864,2461
3015,2870,2469
3017,2875,2469
3027,2883,2469
3029,2889,2466
3038,2884,2461
3032,2885,2458
3031,2881,2452
3032,2886,2450
3036,2879,2447
3039,2877,2447
3044,2873,2447
3043,2869,2444
3049,2866,2446
3045,2863,2451
3046,2852,2460
3036,2857,2472
3031,2854,2483
3028,2866,2490
3027,2870,2496
3027,2881,2498
3027,2890,2501
3025,2894,2495
3026,2902,2491
3023,2906,2489
3029,2905,2487
3024,2910,2486
3028,2910,2487
3035,2912,2487
3033,2903,2495
3038,2899,2501
3041,2896,2508
3039,2893,2505
3043,2892,2502
3044,2892,2497
3048,2889,2496
3041,2894,2498
3041,2898,2501
3040,2907,2499
3037,2905,2504
3038,2905,2509
3039,2908,2518
3037,2905,2520
3044,2901,2521
3047,2898,2516
3053,2892,2507
3048,2893,2501
3046,2893,2494
3047,2897,2496
3048,2888,2502
3053,2888,2505
3054,2887,2507
3052,2889,2504
3056,2896,2505
3058,2899,2507
3062,2900,2501
3059,2905,2500
3058,2908,2500
3058,2915,2499
3058,2915,2500
3060,2916,2500
3060,2914,2501
3062,2917,2498
3064,2919,2499
3063,2923,2501
3067,2928,2506
3064,2934,2508
3065,2936,2511
3068,2940,2517
3065,2940,2526
3062,2940,2534
3060,2938,2544
3054,2935,2546
3062,2937,2549
3069,2935,2539
3084,2932,2534
3090,2938,2528
3098,2942,2521
3106,2950,2515
3110,2954,2512
3114,2960,2506
3117,2968,2507
3112,2973,2510
3115,2978,2517
3110,2980,2526
3111,2976,2538
3107,2981,2549
3108,2980,2560
3112,2985,2565
3115,2985,2570
3121,2984,2567
3126,2986,2566
3130,2986,2562
3142,2990,2558
3144,2991,2553
3150,2989,2547
3153,2994,2543
3159,2995,2541
3166,3000,2540
3167,2998,2543
3173,3000,2542
3176,3002,2543
3177,3000,2543
3187,3000,2546
3190,2999,2552
3192,2997,2552
3185,3001,2564
3180,3000,2567
3174,3000,2569
3170,2994,2575
3166,2992,2579
3162,2994,2580
3152,2992,2585
3154,2996,2589
3155,3001,2594
3160,3004,2600
3164,3014,2604
3171,3021,2606
3178,3022,2600
3182,3022,2602
3186,3020,2599
3188,3018,2594
3187,3016,2587
3194,3020,2579
3196,3024,2573
3198,3021,2567
3197,3026,2564
3197,3027,2561
3198,3031,2553
3198,3034,2548
3200,3033,2548
3193,3032,2549
3184,3031,2552
3183,3031,2555
3180,3032,2562
3177,3034,2565
3176,3038,2574
3179,3037,2581
3182,3034,2582
3183,3029,2583
3189,3026,2580
3195,3026,2581
3201,3025,2584
3214,3026,2591
3217,3020,2590
3220,3017,2589
3222,3024,2590
3221,3029,2589
3223,3035,2587
3220,3039,2582
3219,3037,2584
3222,3034,2581
3220,3030,2575
3226,3028,2570
3227,3027,2570
3227,3021,2570
3227,3024,2569
3228,3023,2568
3223,3025,2568
3221,3028,2571
3225,3029,2571
3226,3030,2571
3226,3026,2573
3231,3025,2571
3234,3024,2574
3236,3023,2575
3240,3025,2579
3241,3020,2580
3244,3019,2579
3244,3010,2580
3246,3007,2579
3251,3011,2579
3256,3013,2579
3266,3014,2581
3270,3016,2586
3270,3010,2588
3273,3009,2592
3273,3005,2594
3275,3001,2598
3273,2998,2602
3274,2992,2602
3270,2995,2604
3265,2989,2604
3269,2991,2601
3272,2997,2601
3271,3001,2597
3272,3009,2595
3272,3011,2588
3276,3016,2586
3274,3018,2585
3278,3015,2582
3281,3015,2581
3278,3008,2579
3281,3005,2575
3282,3003,2578
3282,2995,2566
3286,2996,2561
3285,2995,2555
3289,2991,2554
3283,2992,2557
3283,2989,2561
3284,2990,2560
3284,2986,2560
3291,2984,2557
3297,2981,2561
3298,2977,2561
3305,2979,2562
3306,2981,2563
3311,2985,2564
3306,2992,2567
3306,2994,2570
3298,2996,2572
3300,2997,2574
3302,2997,2572
3299,2999,2572
3294,2999,2570
3293,3004,2573
3293,3004,2568
3293,3001,2565
3290,2996,2563
3291,2992,2557
3292,2993,2551
3292,2986,2545
3295,2988,2541
3295,2987,2543
3295,2983,2546
3301,2986,2556
3304,2988,2568
3312,2988,2579
3312,2995,2588
3314,2997,2590
3315,3006,2585
3314,3005,2579
3318,3007,2571
3318,3008,2571
3311,3004,2558
3314,3006,2553
3310,3002,2552
3314,2997,2553
3309,2997,2557
3310,2995,2560
3311,2992,2566
3309,2984,2572
3311,2981,2579
3310,2979,2588
3306,2977,2587
3310,2982,2587
3302,2981,2587
3307,2978,2585
3302,2982,2584
3301,2984,2582
3301,2990,2577
3299,2988,2575
3301,2991,2569
3304,2993,2568
3308,2991,2561
3320,2992,2560
3326,2989,2565
3333,2984,2564
3328,2981,2569
3326,2974,2571
3325,2971,2574
3322,2957,2579
3324,2950,2583
3318,2945,2592
3312,2942,2590
3312,2946,2595
3307,2947,2596
3312,2948,2596
3306,2958,2589
3306,2966,2591
3308,2979,2585
3305,2979,2582
3306,2983,2580
3304,2980,2582
3302,2975,2575
3305,2975,2579
3299,2970,2573
3305,2968,2568
3297,2970,2563
3298,2969,2557
3300,2976,2556
3302,2976,2560
3308,2980,2561
3310,2984,2573
3306,2981,2574
3306,2978,2579
3300,2969,2584
3303,2960,2585
3292,2959,2588
3289,2955,2588
3286,2959,2587
3283,2952,2587
3286,2950,2586
3286,2948,2594
3284,2945,2597
3291,2944,2607
3293,2946,2604
3301,2941,2605
3295,2942,2603
3294,2939,2600
3292,2945,2597
3288,2939,2597
3288,2941,2596
3283,2944,2599
3275,2946,2596
3272,2950,2596
3266,2950,2596
3269,2942,2591
3260,2945,2589
3260,2939,2583
3262,2942,2581
3265,2932,2582
3272,2931,2583
3277,2928,2587
3278,2923,2582
3281,2927,2581
3281,2928,2582
3289,2923,2584
3282,2922,2586
3281,2920,2590
3276,2922,2587
3271,2912,2592
3266,2910,2597
3259,2911,2605
3250,2908,2609
3250,2912,2612
3247,2917,2613
3252,2919,2616
3244,2923,2616
3242,2923,2615
3242,2932,2614
3242,2928,2614
3246,2932,2613
3248,2933,2616
3245,2930,2609
3252,2928,2605
3256,2924,2602
3267,2917,2599
3264,2917,2599
3268,2917,2598
3269,2926,2596
3266,2921,2597
3263,2919,2597
3256,2915,2600
3244,2910,2594
3240,2908,2598
3231,2904,2598
3230,2897,2598
3215,2897,2598
3210,2889,2594
3213,2887,2587
3213,2876,2584
3218,2874,2581
3222,2871,2582
3220,2872,2583
3225,2877,2587
3225,2881,2593
3235,2882,2601
3232,2891,2610
3238,2894,2617
3246,2906,2623
3248,2897,2622
3252,2892,2620
3252,2888,2621
3250,2881,2612
3252,2878,2607
3251,2875,2600
3256,2874,2595
3244,2872,2594
3240,2868,2596
3236,2870,2600
3233,2861,2606
3232,2858,2611
3230,2857,2622
3228,2859,2625
3230,2864,2629
3228,2870,2630
3235,2874,2626
3231,2881,2621
3230,2884,2616
3230,2890,2609
3224,2881,2605
3223,2876,2603
3227,2867,2602
3228,2857,2603
3243,2851,2605
3250,2849,2610
3261,2846,2613
3258,2852,2616
3262,2857,2613
3262,2858,2609
3261,2852,2609
3258,2850,2608
3253,2846,2617
3243,2844,2622
3245,2843,2626
3240,2844,2628
3240,2837,2621
3232,2837,2618
3230,2833,2610
3230,2836,2603
3232,2834,2599
3236,2837,2591
3232,2834,2588
3228,2831,2581
3232,2829,2577
3231,2829,2575
3237,2824,2573
3235,2829,2573
3236,2828,2573
3234,2833,2571
3230,2830,2569
3228,2831,2565
3223,2830,2565
3216,2830,2563
3219,2832,2567
3217,2830,2570
3220,2823,2574
3214,2820,2577
3216,2812,2579
3217,2807,2580
3218,2795,2584
3222,2788,2586
3224,2783,2590
3222,2780,2593
3227,2781,2596
3230,2778,2594
3235,2776,2588
3233,2779,2579
3232,2780,2570
3229,2782,2562
3230,2779,2557
3229,2781,2555
3229,2783,2557
3224,2783,2555
3227,2784,2556
3226,2779,2560
3225,2772,2557
3221,2768,2557
3218,2763,2554
3217,2763,2549
3213,2753,2550
3219,2754,2548
3218,2754,2548
3217,2753,2546
3224,2752,2547
3226,2752,2548
3230,2749,2548
3231,2754,2548
3229,2746,2545
3228,2745,2539
3227,2738,2533
3227,2734,2522
3228,2734,2514
3228,2734,2502
3232,2737,2495
3233,2738,2492
3234,2734,2491
3232,2737,2491
3232,2734,2493
3232,2735,2496
3235,2732,2497
3230,2732,2496
3228,2734,2494
3221,2734,2489
3224,2735,2484
3221,2733,2478
3223,2727,2474
3224,2729,2471
3225,2725,2468
3222,2723,2466
3218,2718,2465
3216,2714,2466
3215,2712,2468
3212,2709,2469
3218,2710,2471
3219,2709,2472
3222,2707,2469
3221,2711,2469
3220,2711,2471
3215,2711,2471
3209,2712,2469
3203,2711,2468
3195,2710,2456
3181,2707,2444
3178,2706,2436
3172,2703,2432
3171,2697,2426
3171,2697,2422
3171,2691,2419
3173,2690,2417
3172,2689,2417
3176,2690,2417
3177,2692,2417
3175,2691,2416
3181,2692,2415
3183,2688,2416
3185,2683,2419
3186,2686,2428
3183,2688,2439
3182,2689,2443
3178,2688,2441
3174,2684,2444
3175,2684,2440
3170,2685,2434
3173,2690,2428
3171,2694,2421
3168,2696,2406
3167,2700,2401
3157,2702,2388
3151,2705,2376
3141,2706,2364
3133,2704,2352
3125,2706,2343
3119,2702,2338
3117,2699,2330
3114,2696,2332
3112,2689,2337
3112,2686,2346
3110,2681,2356
3115,2681,2363
3112,2677,2371
3118,2679,2376
3123,2683,2382
3127,2683,2386
3134,2684,2386
3137,2683,2386
3137,2678,2382
3136,2684,2378
3137,2687,2374
3139,2690,2368
3133,2694,2365
3126,2694,2351
3118,2694,2341
3108,2691,2333
3107,2697,2329
3106,2703,2325
3102,2704,2333
3105,2709,2340
3101,2708,2351
3098,2703,2361
3092,2700,2372
3090,2693,2378
3085,2690,2377
3083,2684,2374
3079,2680,2366
3076,2677,2360
3074,2676,2349
3080,2681,2338
3085,2686,2326
3093,2691,2315
3090,2698,2308
3084,2701,2304
3077,2706,2303
3066,2704,2303
3063,2704,2304
3062,2703,2307
3058,2700,2308
3057,2700,2314
3054,2698,2322
3052,2693,2330
3046,2691,2339
3044,2689,2348
3043,2689,2356
3038,2689,2363
3038,2695,2365
3036,2700,2368
3032,2701,2362
3034,2706,2358
3034,2706,2354
3037,2704,2348
3033,2707,2342
3032,2707,2335
3034,2709,2329
3033,2702,2326
3038,2703,2319
3035,2706,2325
3033,2706,2325
3034,2709,2332
3030,2709,2338
3031,2708,2342
3024,2714,2348
3018,2713,2344
3010,2718,2340
3000,2718,2338
2998,2720,2338
2992,2721,2345
2987,2721,2342
2989,2728,2344
2986,2729,2342
2989,2725,2339
2986,2725,2339
2988,2722,2337
2994,2729,2336
2998,2729,2335
3006,2735,2332
3010,2736,2333
3008,2732,2327
3012,2732,2326
3011,2729,2324
3016,2728,2323
3010,2736,2325
3007,2733,2329
3002,2738,2332
2996,2735,2340
2993,2739,2351
2989,2744,2365
2983,2748,2370
2985,2754,2374
2984,2762,2374
2987,2766,2372
2980,2777,2372
2978,2782,2372
2977,2792,2372
2974,2792,2368
2972,2797,2369
2973,2800,2372
2968,2802,2370
2975,2807,2373
2977,2807,2376
2988,2800,2376
2988,2800,2378
2992,2796,2377
2996,2797,2375
2998,2788,2376
3005,2787,2374
3010,2792,2372
3004,2792,2365
3007,2799,2363
3003,2805,2361
3006,2811,2364
2999,2817,2366
2998,2818,2370
2997,2821,2371
2997,2813,2373
2998,2810,2377
3001,2810,2387
3002,2810,2390
3009,2816,2392
3011,2822,2394
3017,2827,2394
3009,2833,2399
3007,2835,2405
3002,2841,2410
2995,2836,2417
2991,2839,2419
2987,2838,2422
2982,2842,2418
2984,2845,2421
2983,2846,2421
2988,2841,2418
2983,2845,2408
2986,2843,2409
2994,2852,2405
2999,2846,2406
3008,2847,2413
3014,2846,2418
3015,2846,2418
3025,2851,2429
3027,2853,2430
3039,2851,2438
3034,2856,2447
3035,2856,2452
3035,2863,2450
3032,2859,2451
3029,2854,2441
3026,2850,2439
3017,2846,2426
3019,2845,2421
3016,2843,2415
3025,2840,2411
3020,2843,2414
3024,2847,2405
3026,2856,2404
3027,2853,2412
3032,2857,2421
3036,2859,2435
3034,2860,2442
3037,2861,2454
3037,2863,2458
3043,2860,2462
3034,2861,2464
3034,2859,2466
3033,2867,2462
3033,2862,2459
3033,2862,2455
3034,2863,2450
3034,2862,2445
3046,2866,2443
3054,2867,2444
3068,2867,2447
3063,2871,2451
3059,2868,2463
3054,2873,2463
3045,2863,2471
3043,2861,2476
3039,2861,2481
3032,2862,2474
3033,2866,2472
3028,2867,2470
3041,2867,2471
3037,2869,2476
3045,2868,2479
3054,2877,2480
3062,2874,2477
3069,2873,2480
3077,2873,2485
3079,2875,2485
3089,2878,2490
3092,2880,2489
3103,2879,2488
3098,2888,2488
3102,2890,2487
3099,2896,2489
3101,2890,2493
3108,2893,2495
3114,2894,2498
3117,2892,2495
3123,2895,2498
3122,2896,2499
3128,2894,2499
3117,2899,2497
3114,2899,2493
3108,2904,2487
3101,2896,2483
3096,2894,2477
3091,2892,2474
3087,2891,2468
3091,2896,2469
3092,2901,2472
3096,2900,2475
3092,2909,2480
3096,2915,2486
3099,2925,2492
3101,2923,2498
3105,2924,2501
3109,2926,2508
3109,2926,2501
3111,2930,2502
3111,2932,2504
3120,2932,2505
3118,2939,2505
3123,2945,2512
3126,2950,2505
3128,2945,2505
3131,2946,2503
3135,2948,2506
3136,2951,2505
3146,2953,2511
3153,2958,2522
3164,2953,2523
3162,2959,2530
3168,2962,2535
3168,2970,2540
3168,2968,2546
3170,2970,2548
3170,2971,2548
3164,2971,2541
3168,2974,2534
3167,2975,2530
3172,2974,2526
3170,2981,2526
3171,2981,2526
3171,2989,2527
3171,2989,2531
3170,2991,2531
3171,2994,2532
3169,2993,2526
3173,2995,2521
3175,2992,2517
3182,2988,2516
3182,2993,2519
3186,2996,2522
3188,3003,2524
3188,3005,2531
3188,3006,2530
3188,3010,2535
3184,3012,2539
3188,3015,2543
3187,3021,2543
3190,3027,2547
3184,3033,2541
3183,3035,2539
3182,3038,2539
3184,3034,2544
3190,3032,2545
3192,3028,2547
3190,3021,2547
3192,3017,2549
3189,3010,2549
3192,3004,2548
3190,3007,2546
3188,3009,2544
3188,3016,2543
3187,3017,2547
3189,3025,2548
3052,2990,2528
3061,3002,2534
3066,2997,2539
3075,2999,2545
3079,3001,2554
3081,2999,2556
3089,3002,2563
3091,3004,2566
3102,3000,2569
3097,3004,2569
3097,3004,2568
3095,3009,2566
3093,3000,2566
3092,2997,2567
3090,2996,2573
3084,3000,2569
3085,3009,2566
3080,3015,2565
3089,3020,2565
3084,3028,2552
3088,3035,2551
3088,3044,2540
3084,3039,2536
3086,3036,2532
3089,3031,2533
3090,3027,2529
3102,3028,2531
3107,3028,2536
3115,3027,2544
3107,3034,2552
3106,3034,2563
3106,3041,2574
3108,3035,2585
3106,3040,2593
3105,3045,2602
3098,3048,2605
3099,3053,2609
3096,3054,2616
3103,3053,2611
3092,3059,2611
3090,3063,2609
3087,3074,2604
3086,3070,2598
3090,3069,2593
3092,3069,2591
3090,3068,2580
3099,3071,2574
3099,3073,2569
3109,3071,2567
3107,3075,2566
3114,3073,2567
3119,3077,2566
3121,3071,2573
3123,3068,2578
3123,3065,2586
3119,3066,2589
3125,3069,2592
3131,3071,2593
3142,3069,2599
3139,3072,2593
3142,3071,2592
3143,3076,2591
3142,3070,2596
3145,3071,2599
3147,3068,2604
3145,3071,2607
3150,3070,2613
3151,3064,2616
3156,3056,2619
3152,3051,2620
3151,3044,2613
3151,3038,2604
3150,3029,2595
3150,3026,2586
3150,3027,2584
3145,3030,2577
3152,3034,2573
3150,3039,2569
3156,3041,2565
3155,3050,2563
3160,3056,2563
3168,3066,2563
3174,3063,2563
3181,3068,2570
3182,3066,2577
3177,3066,2577
3180,3065,2582
3180,3066,2585
3187,3067,2588
3188,3076,2595
3190,3081,2591
3184,3083,2592
3185,3080,2597
3187,3076,2600
3189,3072,2603
3185,3067,2599
3188,3062,2603
3184,3049,2594
3186,3032,2590
3185,3023,2589
3188,3017,2584
3193,3019,2575
3195,3018,2570
3198,3022,2563
3200,3029,2561
3200,3035,2560
3209,3043,2563
3214,3049,2567
3223,3045,2569
3225,3046,2574
3227,3045,2577
3229,3047,2574
3230,3045,2578
3232,3041,2579
3232,3040,2584
3228,3035,2586
3230,3035,2590
3229,3034,2591
3234,3033,2587
3237,3039,2585
3237,3038,2581
3243,3044,2575
3244,3046,2573
3244,3047,2569
3242,3049,2570
3237,3049,2570
3240,3049,2574
3237,3050,2577
3236,3040,2580
3232,3040,2580
3230,3037,2579
3228,3035,2577
3225,3030,2574
3226,3023,2574
3226,3017,2574
3224,3011,2576
3232,3010,2579
3235,3008,2584
3236,3004,2584
3232,3006,2587
3228,3004,2585
3226,3002,2583
3225,3001,2581
3227,3003,2583
3228,3006,2585
3224,3006,2586
3229,3011,2585
3232,3012,2583
3241,3012,2581
3253,3018,2581
3263,3024,2580
3271,3029,2579
3282,3034,2583
3290,3035,2584
3296,3039,2584
3295,3040,2583
3297,3042,2580
3293,3038,2584
3284,3030,2582
3278,3024,2586
3267,3019,2586
3259,3021,2585
3252,3019,2588
3243,3023,2589
3238,3025,2589
3234,3024,2591
3240,3024,2588
3243,3022,2586
3244,3017,2582
3248,3019,2581
3249,3017,2581
3252,3016,2582
3252,3013,2584
3256,3011,2584
3257,3009,2582
3256,3014,2586
3259,3018,2588
3258,3019,2589
3258,3016,2586
3261,3019,2586
3263,3014,2591
3265,3019,2588
3262,3022,2592
3261,3024,2592
3261,3027,2593
3260,3025,2595
3268,3022,2596
3272,3016,2599
3275,3011,2600
3278,3011,2601
3276,3008,2600
3272,3005,2600
3265,3002,2601
3261,2996,2602
3259,2997,2608
3256,2989,2608
3257,2988,2611
3255,2987,2619
3251,2985,2622
3252,2986,2623
3247,2986,2623
3244,2983,2621
3236,2981,2619
3231,2977,2613
3228,2975,2610
3225,2971,2607
3227,2972,2606
3226,2968,2609
3228,2965,2608
3234,2969,2608
3241,2970,2609
3251,2971,2610
3251,2970,2616
3254,2966,2617
3252,2964,2618
3248,2956,2617
3252,2954,2615
3250,2955,2618
3247,2955,2617
3246,2960,2615
3240,2964,2609
3237,2961,2600
3226,2964,2594
3219,2962,2593
3212,2962,2593
3204,2958,2596
3201,2958,2594
3199,2959,2593
3198,2957,2590
3205,2956,2590
3211,2959,2595
3218,2960,2601
3218,2963,2613
3222,2961,2625
3223,2963,2638
3225,2956,2650
3231,2952,2657
3233,2948,2662
3233,2942,2655
3232,2942,2647
3227,2938,2643
3228,2934,2640
3221,2933,2637
3220,2929,2636
3217,2927,2631
3214,2921,2627
3217,2923,2623
3217,2923,2623
3215,2919,2618
3220,2921,2614
3215,2923,2615
3217,2923,2618
3212,2925,2626
3212,2926,2635
3215,2934,2643
3214,2936,2649
3216,2939,2651
3217,2939,2653
3217,2931,2643
3223,2930,2636
3225,2929,2630
3233,2927,2633
3234,2933,2627
3236,2934,2626
3239,2938,2624
3241,2931,2627
3245,2930,2629
3246,2929,2636
3243,2923,2636
3242,2923,2642
3234,2917,2646
3233,2915,2650
3223,2918,2655
3220,2918,2658
3217,2921,2658
3214,2914,2655
3215,2908,2652
3215,2902,2650
3214,2898,2644
3219,2898,2642
3221,2895,2639
3229,2892,2637
3226,2899,2633
3230,2902,2631
3231,2911,2629
3228,2912,2628
3228,2918,2630
3225,2922,2632
3217,2922,2626
3215,2927,2625
3207,2925,2624
3207,2922,2624
3197,2924,2624
3195,2921,2621
3192,2922,2628
3190,2909,2631
3191,2901,2633
3189,2892,2637
3188,2884,2635
3194,2882,2637
3197,2881,2641
3207,2877,2635
3194,2881,2633
3195,2882,2630
3196,2889,2625
3198,2887,2626
3208,2890,2626
3212,2895,2630
3217,2897,2626
3229,2905,2628
3234,2911,2631
3243,2913,2635
3235,2917,2637
3235,2917,2639
3235,2920,2640
3234,2909,2641
3234,2901,2639
3228,2894,2640
3215,2887,2636
3207,2886,2628
3203,2883,2623
3206,2877,2620
3197,2879,2618
3196,2879,2617
3192,2893,2611
3186,2889,2608
3188,2888,2603
3192,2888,2606
3192,2886,2604
3201,2889,2607
3204,2893,2605
3216,2891,2598
3210,2889,2592
3210,2884,2584
3211,2891,2576
3208,2882,2578
3208,2879,2581
3207,2875,2595
3201,2869,2599
3206,2867,2609
3206,2864,2615
3214,2859,2621
3202,2861,2626
3196,2858,2627
3190,2862,2622
3185,2852,2617
3184,2848,2612
3181,2847,2611
3176,2841,2605
3183,2836,2604
3186,2832,2596
3197,2827,2589
3193,2832,2585
3196,2831,2579
3201,2837,2573
3205,2830,2566
3214,2829,2561
3219,2830,2562
3218,2831,2551
3221,2827,2550
3218,2825,2542
3220,2816,2536
3210,2815,2531
3207,2811,2525
3201,2815,2515
3189,2809,2518
3184,2805,2518
3174,2801,2525
3164,2799,2525
3168,2800,2531
3168,2800,2533
3181,2795,2535
3184,2797,2528
3188,2796,2523
3194,2803,2521
3193,2796,2522
3193,2797,2520
3192,2793,2523
3186,2788,2521
3188,2787,2514
3187,2783,2513
3195,2777,2516
3188,2778,2519
3190,2773,2518
3192,2778,2522
3190,2768,2518
3188,2764,2516
3183,2761,2515
3170,2762,2506
3166,2766,2501
3156,2767,2498
3158,2768,2495
3149,2776,2497
3150,2779,2498
3143,2791,2499
3138,2793,2498
3137,2798,2492
3137,2802,2488
3137,2801,2477
3147,2804,2472
3148,2797,2465
3157,2792,2460
3153,2793,2458
3155,2789,2455
3156,2793,2455
3156,2786,2459
3153,2783,2462
3148,2780,2468
3138,2777,2468
3136,2777,2469
3131,2777,2468
3135,2773,2466
3130,2773,2465
3129,2769,2463
3131,2776,2457
3131,2772,2454
3136,2776,2446
3137,2781,2447
3133,2783,2440
3144,2789,2434
3146,2786,2427
3155,2775,2422
3155,2772,2421
3158,2765,2422
3162,2766,2423
3166,2754,2423
3172,2755,2423
3177,2749,2425
3176,2747,2424
3181,2745,2425
3181,2746,2429
3185,2747,2432
3174,2745,2434
3165,2744,2435
3154,2748,2432
3142,2747,2432
3134,2751,2428
3125,2753,2432
3115,2753,2427
3116,2754,2424
3113,2751,2417
3115,2745,2413
3111,2742,2407
3109,2739,2403
3105,2747,2399
3100,2747,2397
3098,2753,2393
3099,2758,2392
3094,2763,2386
3098,2762,2384
3098,2767,2375
3101,2766,2372
3098,2770,2369
3097,2768,2369
3095,2766,2372
3094,2755,2379
3096,2747,2385
3092,2747,2393
3089,2747,2393
3091,2748,2394
3089,2749,2392
3092,2749,2390
3085,2761,2390
3086,2761,2390
3086,2766,2386
3085,2763,2385
3084,2760,2380
3082,2763,2379
3076,2765,2380
3076,2768,2372
3071,2768,2371
3068,2764,2369
3059,2766,2370
3051,2764,2370
3040,2766,2370
3031,2763,2372
3029,2761,2370
3023,2754,2372
3021,2753,2372
3031,2757,2373
3037,2764,2377
3047,2768,2379
3053,2777,2381
3062,2777,2381
3066,2776,2382
3071,2769,2383
3071,2768,2382
