MID,LEFT,RIGHT
3267,2867,2615
3256,2863,2618
3255,2860,2619
3248,2860,2620
3248,2857,2617
3251,2860,2613
3253,2857,2611
3256,2859,2609
3259,2862,2611
3259,2859,2605
3267,2859,2600
3271,2857,2594
3281,2853,2589
3275,2856,2587
3274,2853,2586
3274,2853,2581
3274,2840,2576
3277,2831,2570
3272,2827,2569
3264,2824,2555
3261,2826,2554
3250,2826,2549
3253,2824,2547
3246,2825,2547
3248,2826,2542
3249,2833,2538
3246,2829,2534
3249,2828,2531
3253,2827,2531
3256,2819,2523
3264,2818,2518
3264,2816,2513
3268,2815,2508
3253,2819,2509
3245,2818,2507
3240,2826,2500
3236,2820,2493
3237,2821,2485
3237,2820,2483
3233,2815,2480
3237,2815,2477
3235,2812,2481
3241,2806,2483
3231,2807,2488
3229,2802,2491
3231,2806,2489
3225,2790,2490
3224,2788,2488
3221,2789,2489
3215,2793,2481
3217,2802,2476
3215,2808,2474
3225,2809,2469
3221,2813,2465
3224,2813,2462
3225,2820,2456
3223,2814,2458
3225,2809,2456
3225,2811,2462
3221,2808,2456
3223,2806,2455
3217,2803,2456
3219,2796,2458
3205,2797,2465
3199,2793,2456
3195,2798,2444
3195,2790,2433
3196,2786,2423
3197,2783,2423
3194,2780,2418
3192,2777,2418
3194,2777,2417
3195,2771,2418
3183,2770,2425
3180,2768,2433
3176,2773,2440
3172,2765,2448
3164,2760,2450
3158,2757,2452
3149,2753,2441
3148,2753,2435
3144,2754,2433
3147,2748,2421
3140,2752,2412
3142,2752,2405
3150,2763,2400
3159,2765,2399
3170,2775,2397
3180,2783,2399
3182,2792,2398
3189,2801,2399
3191,2804,2397
3198,2805,2392
3189,2808,2389
3184,2805,2387
3176,2807,2384
3167,2797,2380
3162,2791,2375
3156,2787,2376
3150,2784,2370
3152,2783,2370
3150,2778,2371
3159,2770,2376
3156,2768,2381
3157,2761,2386
3158,2763,2389
3157,2760,2397
3154,2760,2395
3148,2764,2396
3139,2771,2392
3139,2781,2390
3136,2789,2387
3140,2793,2381
3134,2800,2372
3130,2802,2368
3127,2808,2362
3123,2805,2363
3120,2803,2364
3119,2798,2368
3113,2793,2366
3117,2790,2367
3115,2784,2371
3119,2781,2375
3112,2783,2380
3111,2783,2384
3110,2790,2385
3106,2787,2386
3104,2790,2385
3102,2794,2387
3099,2797,2383
3106,2802,2376
3107,2804,2368
3113,2800,2361
3107,2802,2357
3104,2801,2358
3098,2804,2361
3094,2800,2366
3088,2799,2369
3083,2799,2371
3077,2802,2371
3077,2807,2372
3076,2814,2372
3076,2817,2369
3069,2825,2368
3067,2830,2367
3064,2841,2368
3065,2846,2368
3068,2849,2377
3075,2849,2381
3077,2847,2384
3085,2845,2389
3087,2843,2395
3091,2836,2399
3089,2844,2405
3089,2844,2406
3088,2846,2406
3084,2844,2406
3081,2846,2402
3077,2849,2399
3073,2852,2396
3076,2854,2382
3074,2854,2375
3073,2851,2373
3068,2852,2374
3067,2847,2377
3067,2846,2382
3064,2843,2390
3063,2842,2395
3061,2841,2397
3059,2838,2397
3064,2839,2399
3065,2843,2401
3067,2847,2405
3063,2861,2410
3059,2868,2413
3056,2877,2414
3054,2884,2418
3056,2889,2420
3054,2894,2429
3051,2894,2433
3056,2893,2438
3057,2889,2442
3060,2883,2445
3061,2886,2446
3060,2880,2441
3059,2883,2437
3055,2877,2433
3057,2872,2425
3060,2870,2415
3057,2870,2406
3060,2873,2405
3054,2879,2413
3049,2874,2415
3044,2881,2425
3042,2884,2433
3044,2891,2437
3045,2898,2440
3048,2904,2445
3051,2909,2448
3049,2912,2454
3056,2913,2459
3062,2914,2467
3071,2911,2474
3077,2911,2478
3080,2907,2483
3077,2905,2477
3075,2903,2480
3073,2902,2482
3073,2902,2488
3069,2905,2492
3071,2912,2497
3069,2915,2491
3069,2917,2485
3073,2924,2479
3079,2926,2472
3083,2929,2468
3085,2931,2471
3087,2927,2478
3086,2927,2482
3079,2924,2488
3077,2921,2493
3072,2917,2496
3068,2913,2497
3064,2914,2496
3060,2915,2494
3056,2915,2493
3051,2912,2491
3050,2909,2489
3049,2910,2485
3048,2906,2484
3053,2909,2485
3055,2912,2489
3056,2914,2487
3060,2920,2489
3060,2920,2491
3064,2920,2490
3064,2922,2492
3066,2925,2489
3069,2929,2484
3068,2930,2480
3073,2931,2479
3075,2935,2482
3076,2925,2481
3079,2926,2485
3082,2923,2489
3086,2923,2492
3087,2923,2500
3091,2924,2505
3093,2926,2509
3092,2924,2511
3098,2923,2510
3102,2926,2511
3103,2927,2509
3105,2927,2507
3103,2932,2505
3103,2930,2501
3099,2930,2500
3097,2928,2499
3097,2928,2500
3098,2924,2502
3100,2919,2507
3103,2916,2512
3106,2913,2510
3114,2920,2508
3118,2927,2507
3124,2932,2507
3130,2943,2508
3130,2943,2505
3128,2950,2504
3119,2952,2505
3116,2958,2506
3110,2969,2513
3106,2974,2516
3113,2980,2521
3116,2983,2526
3122,2981,2532
3121,2979,2535
3122,2974,2536
3121,2970,2537
3120,2962,2535
3124,2959,2530
3128,2956,2528
3133,2956,2523
3142,2964,2521
3145,2969,2521
3155,2974,2517
3157,2980,2520
3162,2986,2521
3164,2994,2527
3164,2997,2537
3167,3001,2545
3162,3001,2550
3151,2995,2546
3146,3006,2547
3137,3008,2546
3136,3009,2545
3126,3015,2546
3123,3018,2545
3121,3020,2546
3118,3016,2543
3121,3009,2544
3125,3005,2549
3128,3000,2552
3139,3000,2562
3149,2996,2569
3163,2989,2573
3169,2993,2581
3175,2991,2583
3180,2995,2587
3180,2994,2591
3181,2996,2591
3180,3000,2592
3175,3009,2586
3178,3019,2583
3177,3028,2581
3183,3033,2579
3180,3039,2581
3181,3041,2582
3182,3044,2584
3179,3041,2587
3180,3042,2592
3177,3042,2601
3170,3038,2602
3172,3036,2606
3171,3031,2605
3174,3025,2602
3165,3023,2601
3160,3021,2600
3158,3026,2598
3153,3023,2596
3153,3023,2594
3154,3027,2590
3152,3029,2585
3160,3038,2588
3165,3044,2597
3176,3046,2604
3173,3052,2615
3176,3051,2623
3171,3062,2628
3169,3060,2633
3171,3061,2630
3173,3061,2627
3175,3060,2617
3189,3068,2603
3192,3073,2595
3203,3076,2588
3203,3082,2586
3208,3085,2586
3212,3094,2590
3211,3087,2588
3214,3086,2592
3214,3088,2603
3211,3090,2608
3212,3097,2620
3211,3098,2630
3219,3097,2636
3209,3099,2641
3205,3096,2640
3202,3099,2640
3200,3090,2641
3203,3085,2642
3208,3078,2646
3209,3071,2643
3217,3065,2646
3221,3059,2637
3232,3053,2634
3229,3055,2633
3233,3054,2629
3237,3062,2624
3240,3060,2621
3246,3065,2616
3247,3068,2618
3246,3071,2612
3250,3077,2615
3249,3081,2616
3253,3080,2620
3245,3083,2622
3244,3080,2622
3244,3085,2623
3246,3077,2629
3252,3075,2633
3256,3073,2642
3255,3070,2642
3260,3070,2647
3255,3067,2642
3266,3061,2642
3260,3063,2641
3261,3060,2641
3261,3067,2638
3260,3065,2634
3264,3063,2633
3264,3062,2632
3263,3060,2622
3275,3064,2616
3281,3063,2607
3297,3059,2597
3294,3064,2593
3299,3064,2590
3301,3074,2586
3304,3069,2584
3304,3069,2584
3300,3068,2590
3293,3060,2591
3293,3060,2596
3290,3055,2601
3296,3051,2607
3290,3051,2610
3290,3046,2613
3292,3048,2609
3288,3036,2610
3288,3033,2609
3289,3033,2613
3289,3032,2607
3299,3036,2605
3307,3041,2600
3320,3045,2595
3322,3055,2591
3328,3060,2590
3333,3070,2592
3332,3069,2594
3335,3072,2595
3333,3079,2600
3332,3081,2598
3333,3088,2595
3333,3092,2595
3341,3088,2599
3335,3088,2604
3336,3082,2606
3339,3078,2603
3338,3075,2604
3339,3071,2597
3336,3068,2600
3328,3063,2597
3330,3061,2595
3323,3056,2595
3335,3051,2592
3330,3053,2590
3336,3054,2588
3345,3064,2586
3355,3061,2587
3364,3062,2587
3372,3064,2592
3372,3064,2587
3380,3066,2587
3385,3066,2589
3396,3062,2591
3394,3066,2594
3398,3068,2596
3400,3080,2597
3403,3080,2595
3407,3083,2591
3406,3084,2590
3401,3076,2584
3402,3071,2581
3398,3064,2582
3401,3056,2586
3392,3055,2592
3388,3049,2598
3386,3051,2596
3380,3043,2599
3382,3043,2599
3384,3043,2604
3386,3045,2604
3392,3052,2615
3392,3051,2614
3396,3048,2617
3386,3051,2618
3382,3050,2618
3378,3056,2617
3378,3051,2621
3377,3051,2628
3377,3050,2625
3370,3048,2618
3375,3049,2614
3376,3050,2610
3383,3050,2610
3377,3059,2614
3375,3065,2618
3373,3074,2623
3372,3069,2629
3371,3066,2630
3370,3063,2634
3363,3058,2635
3365,3052,2641
3368,3049,2643
3376,3041,2645
3374,3043,2646
3375,3040,2649
3378,3042,2650
3383,3044,2656
3387,3044,2658
3391,3044,2662
3389,3045,2657
3395,3048,2653
3396,3047,2647
3400,3038,2637
3397,3042,2628
3399,3038,2619
3402,3038,2613
3404,3032,2613
3407,3033,2616
3406,3035,2622
3401,3037,2627
3401,3040,2624
3396,3038,2620
3398,3034,2618
3393,3039,2619
3390,3039,2619
3391,3045,2620
3386,3041,2627
3385,3037,2632
3384,3034,2636
3379,3031,2639
3380,3029,2640
3374,3027,2643
3372,3020,2643
3363,3022,2645
3357,3017,2646
3353,3015,2647
3351,3010,2651
3351,3009,2654
3350,3009,2658
3348,3010,2656
3358,3008,2653
3365,3006,2649
3375,3004,2644
3380,3009,2639
3384,3010,2637
3386,3015,2637
3384,3014,2642
3381,3011,2646
3376,3009,2650
3366,3007,2652
3366,3005,2655
3365,3003,2658
3365,3000,2661
3360,3004,2665
3355,3002,2668
3352,3002,2670
3349,2998,2672
3351,2995,2672
3347,2997,2666
3348,2992,2657
3354,2992,2649
3354,2992,2642
3355,2994,2638
3357,3001,2639
3361,3004,2641
3364,3004,2640
3368,3002,2644
3369,2998,2644
3368,2997,2644
3361,2993,2645
3361,2992,2648
3356,2992,2649
3352,2988,2650
3347,2989,2652
3341,2986,2651
3337,2985,2649
3330,2982,2649
3327,2980,2648
3326,2979,2647
3322,2975,2645
3325,2973,2646
3322,2972,2649
3319,2969,2647
3318,2972,2648
3318,2970,2643
3324,2970,2640
3326,2971,2638
3327,2973,2639
3327,2977,2643
3325,2979,2643
3330,2982,2643
3334,2982,2643
3338,2979,2647
3341,2977,2659
3340,2970,2667
3342,2957,2672
3336,2954,2677
3331,2948,2678
3328,2945,2680
3324,2940,2681
3330,2941,2681
3331,2943,2681
3333,2950,2674
3333,2961,2669
3330,2969,2663
3329,2973,2660
3324,2978,2663
3321,2980,2666
3316,2984,2669
3308,2979,2673
3306,2977,2661
3299,2971,2656
3294,2964,2648
3292,2966,2645
3291,2965,2643
3297,2966,2638
3300,2971,2641
3305,2964,2635
3308,2962,2635
3308,2954,2637
3315,2951,2642
3317,2948,2650
3316,2942,2656
3317,2940,2666
3313,2936,2662
3313,2931,2660
3310,2933,2663
3311,2936,2664
3310,2943,2664
3305,2943,2665
3309,2947,2666
3310,2952,2666
3311,2948,2664
3318,2952,2659
3320,2955,2652
3322,2951,2646
3317,2948,2640
3316,2938,2636
3315,2930,2629
3314,2918,2626
3321,2916,2623
3320,2910,2619
3315,2903,2613
3315,2902,2609
3311,2897,2609
3315,2892,2613
3317,2889,2611
3316,2887,2610
3317,2886,2608
3314,2882,2611
3313,2882,2618
3308,2884,2626
3304,2881,2629
3301,2893,2635
3297,2898,2638
3299,2905,2638
3292,2915,2635
3289,2921,2629
3283,2928,2621
3278,2927,2618
3277,2927,2619
3275,2921,2623
3276,2913,2620
3281,2908,2620
3286,2905,2620
3295,2900,2617
3300,2903,2616
3308,2902,2612
3314,2905,2607
3315,2902,2601
3317,2902,2597
3316,2901,2599
3315,2898,2594
3314,2894,2591
3310,2889,2586
3314,2884,2583
3310,2887,2582
3312,2884,2579
3315,2884,2576
3317,2880,2574
3319,2869,2569
3318,2866,2565
3317,2864,2554
3318,2866,2546
3316,2866,2538
3316,2859,2533
3305,2855,2533
3296,2851,2529
3291,2855,2525
3287,2857,2525
3288,2865,2527
3287,2873,2532
3282,2874,2533
3280,2877,2533
3274,2874,2532
3274,2868,2530
3263,2867,2527
3257,2865,2522
3254,2865,2509
3252,2859,2510
3258,2851,2509
3262,2847,2512
3265,2840,2508
3272,2841,2507
3276,2843,2505
3287,2845,2504
3288,2848,2508
3295,2847,2512
3298,2850,2513
3298,2846,2513
3300,2846,2513
3299,2848,2518
3296,2848,2511
3293,2853,2510
3288,2855,2509
3292,2856,2503
3285,2859,2496
3284,2854,2488
3283,2848,2481
3280,2840,2480
3279,2831,2480
3275,2822,2483
3270,2813,2480
3272,2812,2481
3271,2809,2485
3281,2803,2479
3272,2806,2477
3267,2807,2476
3266,2813,2470
3262,2806,2466
3263,2805,2462
3264,2804,2463
3260,2801,2456
3264,2802,2453
3263,2801,2449
3269,2800,2442
3264,2807,2437
3265,2812,2432
3267,2820,2427
3266,2816,2428
3270,2817,2429
3270,2815,2434
3267,2811,2427
3268,2813,2423
3259,2814,2417
3260,2817,2413
3248,2823,2411
3242,2822,2409
3237,2829,2407
3233,2824,2409
3232,2822,2409
3230,2818,2413
3230,2817,2410
3237,2822,2408
3238,2825,2402
3247,2824,2396
3242,2826,2393
3238,2825,2394
3236,2825,2399
3230,2813,2406
3227,2806,2415
3224,2796,2425
3216,2784,2426
3217,2776,2427
3214,2766,2418
3216,2755,2419
3203,2757,2416
3197,2761,2411
3191,2776,2406
3187,2779,2406
3187,2786,2409
3187,2793,2401
3184,2797,2388
3188,2806,2379
3188,2814,2369
3192,2818,2361
3186,2828,2357
3180,2822,2356
3179,2828,2354
3178,2821,2357
3182,2820,2359
3182,2820,2369
3178,2816,2371
3180,2816,2378
3181,2817,2381
3189,2814,2378
3180,2818,2372
3180,2813,2363
3175,2815,2357
3169,2805,2356
3161,2802,2353
3152,2802,2354
3137,2802,2347
3132,2805,2343
3125,2809,2341
3127,2811,2341
3112,2823,2345
3111,2830,2347
3113,2843,2347
3113,2843,2350
3118,2845,2354
3122,2846,2362
3123,2840,2358
3130,2845,2363
3134,2839,2364
3143,2826,2365
3140,2819,2365
3145,2809,2362
3147,2808,2358
3148,2799,2362
3147,2789,2357
3144,2785,2361
3137,2783,2355
3140,2790,2355
3139,2799,2356
3147,2811,2361
3138,2822,2369
3137,2831,2379
3136,2845,2387
3135,2845,2397
3136,2848,2402
3133,2853,2408
3124,2859,2405
3120,2863,2407
3114,2864,2403
3121,2860,2398
3114,2864,2396
3115,2863,2391
3113,2867,2386
3112,2860,2383
3112,2858,2379
3113,2859,2377
3107,2857,2371
3109,2859,2372
3103,2859,2369
3104,2853,2371
3094,2857,2372
3090,2858,2374
3088,2866,2373
3086,2861,2378
3086,2859,2376
3092,2865,2379
3089,2867,2378
3093,2873,2380
3092,2876,2381
3101,2876,2385
3098,2883,2383
3095,2889,2384
3096,2902,2385
3095,2902,2390
3096,2903,2390
3096,2902,2396
3090,2901,2394
3092,2899,2392
3089,2898,2388
3092,2892,2386
3086,2894,2386
3085,2894,2388
3083,2899,2388
3078,2897,2392
3078,2899,2396
3080,2899,2401
3079,2898,2402
3089,2900,2409
3093,2901,2415
3101,2897,2427
3098,2901,2426
3098,2899,2429
3096,2903,2428
3095,2901,2428
3097,2903,2427
3096,2908,2430
3089,2911,2430
3085,2922,2437
3078,2928,2441
3077,2929,2446
3067,2936,2451
3061,2934,2451
3057,2932,2448
3055,2924,2447
3056,2924,2442
3054,2920,2438
3050,2920,2433
3055,2922,2429
3056,2921,2427
3066,2916,2427
3070,2919,2429
3079,2920,2430
3084,2927,2434
3094,2928,2440
3104,2929,2447
3110,2927,2456
3113,2926,2462
3117,2925,2460
3112,2923,2462
3113,2919,2461
3106,2923,2461
3104,2926,2463
3101,2932,2465
3096,2931,2468
3091,2934,2469
3082,2938,2471
3072,2941,2472
3074,2947,2472
3076,2953,2473
3079,2954,2474
3078,2961,2474
3080,2961,2475
3084,2965,2477
3090,2969,2486
3097,2973,2492
3102,2976,2500
3099,2974,2502
3105,2971,2500
3106,2966,2497
3107,2954,2491
3107,2949,2487
3105,2942,2481
3104,2939,2484
3100,2935,2488
3102,2932,2492
3103,2933,2495
3102,2939,2497
3106,2949,2500
3107,2961,2505
3108,2960,2501
3109,2966,2500
3110,2966,2497
3112,2966,2498
3113,2964,2506
3113,2963,2513
3113,2966,2516
3112,2961,2523
3118,2962,2526
3120,2964,2526
3123,2963,2523
3123,2968,2516
3122,2970,2512
3121,2968,2506
3117,2966,2501
3113,2969,2499
3110,2970,2498
3110,2965,2496
3115,2964,2497
3121,2961,2500
3128,2955,2504
3133,2956,2507
3136,2956,2506
3137,2959,2505
3137,2968,2500
3138,2978,2500
3139,2989,2503
3139,2997,2509
3147,3005,2510
3150,3014,2519
3156,3018,2518
3161,3027,2518
3164,3032,2516
3168,3034,2513
3167,3028,2516
3166,3020,2518
3165,3014,2525
3159,3009,2528
3164,3009,2531
3164,3007,2535
3168,3004,2532
3171,3008,2530
3173,3008,2527
3173,3010,2525
3171,3013,2527
3170,3013,2527
3170,3016,2530
3169,3017,2530
3175,3022,2533
3177,3029,2532
3180,3033,2535
3184,3042,2543
3186,3048,2552
3192,3054,2562
3192,3059,2560
3200,3064,2557
3205,3068,2555
3204,3066,2556
3206,3063,2560
3205,3056,2562
3204,3053,2561
3205,3051,2555
3204,3048,2551
3209,3044,2551
3205,3044,2557
3201,3043,2567
3201,3049,2571
3196,3049,2573
3198,3056,2572
3195,3062,2572
3193,3065,2570
3194,3071,2571
3192,3076,2568
3196,3076,2562
3196,3083,2555
3200,3085,2553
3203,3087,2554
3201,3085,2554
3201,3085,2557
3200,3088,2558
3201,3088,2555
3205,3093,2556
3207,3097,2561
3212,3099,2564
3213,3103,2567
3214,3102,2572
3217,3102,2574
3216,3100,2581
3220,3099,2587
3222,3097,2590
3220,3093,2588
3227,3094,2579
3227,3097,2580
3231,3100,2580
3229,3108,2585
3226,3111,2591
3222,3116,2595
3214,3110,2599
3218,3113,2605
3217,3114,2613
3214,3113,2620
3217,3116,2626
3217,3114,2630
3220,3108,2632
3215,3107,2629
3218,3104,2625
3220,3106,2621
3225,3101,2617
3234,3100,2612
3240,3101,2609
3245,3101,2600
3253,3107,2598
3253,3112,2597
3261,3117,2596
3258,3124,2600
3260,3128,2609
3262,3133,2610
3256,3131,2617
3257,3132,2623
3253,3132,2632
3246,3128,2631
3245,3131,2631
3242,3131,2630
3248,3133,2633
3244,3133,2630
3246,3130,2630
3250,3132,2631
3251,3129,2632
3261,3131,2629
3267,3137,2630
3267,3142,2626
3270,3149,2627
3269,3150,2625
3276,3145,2623
3273,3141,2623
3279,3134,2624
3282,3131,2615
3281,3118,2617
3286,3114,2613
3284,3113,2612
3277,3111,2607
3278,3114,2607
3279,3116,2610
3288,3117,2607
3285,3121,2616
3293,3121,2618
3298,3125,2618
3300,3120,2621
3306,3120,2620
3310,3119,2627
3312,3115,2630
3317,3113,2627
3318,3108,2628
3322,3102,2627
3313,3108,2625
3310,3109,2623
3304,3117,2629
3299,3116,2628
3298,3117,2630
3297,3118,2634
3296,3116,2632
3305,3119,2632
3315,3124,2629
3326,3118,2629
3328,3118,2631
3337,3114,2633
3342,3115,2632
3346,3107,2631
3353,3107,2628
3354,3112,2629
3351,3112,2622
3353,3120,2621
3354,3125,2620
3361,3128,2620
3356,3133,2622
3357,3136,2624
3351,3139,2624
3345,3127,2623
3342,3122,2621
3339,3120,2623
3336,3114,2618
3345,3114,2618
3348,3112,2617
3358,3106,2618
3351,3104,2617
3349,3101,2613
3349,3105,2609
3349,3098,2611
3355,3099,2606
3355,3096,2608
3352,3093,2596
3357,3097,2589
3359,3099,2579
3369,3100,2570
3367,3107,2564
3371,3111,2568
3374,3117,2564
3371,3114,2569
3368,3117,2574
3360,3119,2581
3351,3116,2579
3349,3116,2585
3349,3114,2591
3355,3108,2595
3350,3113,2597
3352,3115,2594
3353,3122,2590
3352,3112,2587
3352,3107,2580
3352,3104,2580
3350,3100,2572
3358,3100,2570
3357,3098,2565
3371,3093,2562
3365,3093,2562
3366,3092,2555
3367,3101,2555
3366,3098,2557
3365,3098,2551
3368,3103,2557
3366,3105,2557
3371,3110,2565
3374,3115,2572
3382,3115,2579
3375,3117,2589
3377,3113,2587
3370,3114,2586
3365,3103,2586
3363,3098,2585
3360,3091,2591
3355,3085,2585
3359,3083,2586
3357,3082,2586
3362,3080,2585
3354,3085,2584
3358,3090,2579
3361,3103,2576
3365,3104,2574
3369,3110,2569
3369,3114,2570
3367,3112,2569
3373,3115,2578
3374,3114,2588
3380,3110,2599
3368,3107,2608
3361,3101,2616
3350,3100,2621
3341,3090,2626
3338,3088,2627
3334,3087,2629
3327,3084,2622
3329,3085,2617
3323,3085,2612
3324,3082,2607
3313,3083,2605
3311,3083,2603
3314,3088,2605
3320,3081,2612
3328,3074,2613
3329,3076,2618
3329,3075,2615
3338,3080,2616
3342,3083,2617
3353,3083,2622
3347,3087,2622
3350,3089,2622
3348,3092,2621
3344,3082,2623
3338,3076,2624
3331,3071,2628
3321,3066,2623
3321,3060,2610
3315,3057,2602
3321,3053,2597
3315,3059,2599
3316,3061,2603
3316,3068,2604
3316,3063,2610
3320,3058,2619
3321,3052,2627
3317,3046,2627
3322,3043,2626
3320,3039,2622
3326,3030,2616
3316,3032,2607
3313,3030,2599
3312,3034,2593
3311,3033,2590
3313,3035,2585
3314,3040,2583
3316,3042,2578
3319,3049,2580
3319,3053,2585
3322,3052,2591
3316,3056,2596
3313,3057,2600
3308,3061,2601
3304,3056,2610
3301,3051,2618
3295,3043,2628
3287,3037,2629
3288,3033,2629
3287,3028,2628
3290,3021,2626
3285,3022,2627
3284,3021,2625
3282,3027,2621
3281,3027,2618
3282,3030,2617
3283,3032,2618
3282,3024,2614
3286,3023,2617
3284,3017,2618
3289,3010,2618
3288,3011,2619
3290,3011,2619
3294,3012,2620
3299,3002,2619
3303,3003,2620
3309,3001,2617
3308,2999,2613
3313,3004,2612
3309,3010,2613
3309,3012,2611
3300,3016,2611
3291,3009,2601
3285,3007,2593
3279,3000,2591
3279,2995,2591
3281,2994,2597
3283,2998,2604
3290,2997,2606
3293,3000,2611
3294,3000,2614
3292,3003,2621
3292,3000,2627
3294,2998,2628
3292,2991,2628
3293,2990,2627
3291,2988,2624
3286,2986,2621
3289,2983,2621
3291,2977,2623
3296,2970,2624
3296,2966,2624
3294,2966,2626
3060,2809,2424
3064,2815,2425
3059,2817,2425
3057,2817,2425
3050,2815,2430
3049,2812,2440
3047,2810,2438
3040,2805,2444
3045,2805,2446
3047,2806,2452
3050,2803,2453
3059,2806,2462
3062,2808,2461
3062,2809,2459
3056,2814,2455
3052,2815,2445
3049,2817,2431
3042,2811,2422
3041,2808,2418
3040,2803,2421
3030,2799,2421
3029,2802,2427
3027,2805,2430
3028,2807,2434
3027,2810,2436
3029,2813,2436
3032,2817,2436
3033,2818,2434
3038,2820,2429
3037,2820,2430
3031,2816,2424
3032,2816,2424
3029,2815,2421
3027,2812,2421
3020,2815,2425
3017,2816,2431
3014,2821,2435
3009,2822,2440
3007,2827,2443
3004,2829,2448
3001,2825,2450
3006,2828,2446
3006,2829,2448
3012,2828,2447
3007,2835,2447
3005,2838,2445
3001,2847,2442
2999,2851,2444
2999,2850,2445
2997,2852,2448
2992,2849,2444
2991,2854,2444
2987,2856,2445
2990,2856,2451
2985,2858,2460
2986,2856,2466
2987,2860,2468
2987,2857,2468
2988,2861,2463
2986,2866,2462
2983,2869,2456
2987,2877,2455
2985,2877,2455
2990,2876,2453
2985,2876,2456
2985,2872,2458
2985,2876,2459
2984,2871,2462
2986,2872,2466
2987,2875,2476
2983,2876,2478
2985,2881,2483
2982,2882,2486
2984,2883,2488
2977,2888,2489
2976,2889,2489
2976,2897,2492
2972,2891,2488
2973,2890,2486
2970,2889,2488
2968,2885,2484
2975,2889,2483
2978,2887,2485
2986,2881,2489
2980,2884,2494
2981,2886,2498
2983,2897,2496
2983,2896,2499
2984,2899,2501
2980,2901,2504
2969,2903,2499
2967,2910,2497
2964,2914,2496
2970,2913,2494
2966,2917,2498
2968,2915,2499
2967,2919,2503
2972,2913,2506
2978,2914,2506
2980,2917,2509
2980,2915,2504
2982,2915,2507
2979,2911,2511
2985,2910,2513
2978,2912,2518
2979,2910,2518
2981,2916,2516
2980,2913,2515
2981,2915,2515
2977,2918,2515
2970,2920,2508
2973,2926,2508
2973,2927,2508
2979,2924,2508
2969,2925,2506
2968,2921,2501
2963,2928,2496
2958,2921,2496
2959,2920,2497
2960,2919,2505
2959,2917,2507
2970,2920,2506
2965,2922,2508
2972,2927,2508
2962,2937,2514
2960,2940,2519
2958,2950,2528
2956,2945,2526
2960,2948,2528
2963,2951,2532
2965,2953,2528
2975,2956,2528
2978,2955,2529
2990,2953,2528
2987,2957,2530
2989,2955,2532
2987,2958,2532
2983,2947,2534
2985,2943,2530
2986,2940,2529
2984,2935,2519
2987,2937,2516
2982,2936,2513
2986,2931,2511
2976,2932,2510
2972,2933,2510
2969,2943,2513
2969,2938,2520
2969,2941,2528
2968,2942,2541
2969,2944,2545
2979,2950,2550
2982,2956,2553
2994,2958,2555
2991,2960,2556
2994,2962,2558
2996,2967,2561
2997,2964,2561
3002,2964,2560
3006,2963,2556
3005,2959,2555
3014,2956,2552
3019,2954,2549
3027,2948,2546
3020,2950,2545
3020,2953,2546
3019,2960,2539
3014,2956,2540
3013,2957,2543
3010,2955,2554
3004,2953,2562
3006,2959,2569
3005,2960,2570
3010,2959,2571
3001,2964,2570
3002,2965,2569
3002,2976,2568
3002,2974,2570
3006,2976,2572
3007,2979,2577
3003,2988,2573
3006,2998,2574
3003,3010,2574
3011,3014,2574
3008,3025,2573
3013,3026,2570
3020,3035,2568
3026,3029,2569
3033,3028,2573
3038,3027,2580
3040,3022,2580
3052,3021,2583
3055,3020,2592
3072,3017,2598
3076,3020,2606
3080,3017,2615
3082,3022,2619
3082,3019,2621
3081,3016,2622
3079,3018,2625
3073,3020,2621
3077,3025,2621
3075,3028,2619
3077,3026,2616
3069,3034,2616
3067,3036,2613
3068,3045,2610
3070,3045,2610
3073,3049,2609
3077,3050,2615
3076,3049,2615
3087,3051,2614
3091,3051,2613
3104,3046,2613
3103,3050,2616
3105,3052,2620
3107,3059,2626
3106,3056,2633
3107,3059,2632
3106,3061,2630
3101,3066,2625
3102,3076,2620
3101,3086,2611
3107,3092,2598
3107,3101,2597
3111,3102,2592
3114,3105,2594
3115,3100,2603
3117,3099,2613
3118,3100,2620
3115,3096,2624
3120,3096,2623
3118,3095,2622
3120,3092,2622
3116,3098,2625
3117,3101,2628
3119,3106,2634
3119,3103,2631
3120,3101,2633
3117,3098,2638
3111,3097,2638
3114,3098,2640
3118,3101,2641
3122,3100,2639
3124,3109,2637
3131,3112,2636
3136,3116,2633
3139,3114,2632
3144,3116,2628
3147,3120,2627
3145,3122,2624
3152,3126,2626
3153,3127,2630
3159,3125,2634
3157,3129,2633
3158,3130,2637
3160,3132,2636
3160,3131,2638
3160,3131,2640
3158,3134,2642
3151,3134,2636
3152,3132,2629
3150,3127,2623
3150,3120,2618
3147,3121,2618
3143,3120,2619
3142,3122,2619
3140,3120,2624
3142,3120,2623
3142,3124,2625
3141,3123,2625
3149,3121,2624
3154,3116,2621
3165,3107,2620
3174,3108,2614
3182,3103,2617
3192,3103,2612
3197,3102,2612
3202,3105,2609
3204,3113,2611
3203,3116,2612
3206,3120,2613
3203,3121,2613
3201,3118,2611
3196,3121,2613
3189,3120,2614
3182,3118,2616
3173,3117,2615
3169,3115,2618
3165,3112,2619
3162,3109,2619
3168,3107,2616
3174,3105,2611
3179,3095,2602
3190,3096,2594
3201,3091,2590
3211,3090,2586
3217,3093,2588
3220,3097,2590
3222,3104,2594
